marcEntry,callNumber,itemID,library,location
Best of Liberace [videorecording (DVD)] / a Guild Films production ; directed by Duke Goldstone.,W DVD 9455,0201608439950,Lincoln Center--Quinn Library,AV
Best of Liberace [videorecording (DVD)] / a Guild Films production ; directed by Duke Goldstone.,W DVD 9455,0201608439968,Lincoln Center--Quinn Library,AV
Best of Liberace [videorecording (DVD)] / a Guild Films production ; directed by Duke Goldstone.,W DVD 9455,0201608439976,Lincoln Center--Quinn Library,AV
Best of Liberace [videorecording (DVD)] / a Guild Films production ; directed by Duke Goldstone.,W DVD 9455,0201608439984,Lincoln Center--Quinn Library,AV
Best of Liberace [videorecording (DVD)] / a Guild Films production ; directed by Duke Goldstone.,W DVD 9455,0201608439992,Lincoln Center--Quinn Library,AV
"Better luck tomorrow [videorecording (DVD)] / Hudson River Entertainment, Cherry Sky Films, Day O Productions, a Trailing Johnson production, a film by Justin Lin ; MTV Films ; producers, Julie Asato, Ernesto M. Foronda, Justin Lin ; writers, Ernesto M. Foronda, Justin Lin, Fabian Marquez ; director, Justin Lin.",W DVD 902,0201606105280,Lincoln Center--Quinn Library,RESERVE-LC
"Better luck tomorrow [videorecording (DVD)] / Hudson River Entertainment, Cherry Sky Films, Day O Productions, a Trailing Johnson production, a film by Justin Lin ; MTV Films ; producers, Julie Asato, Ernesto M. Foronda, Justin Lin ; writers, Ernesto M. Foronda, Justin Lin, Fabian Marquez ; director, Justin Lin.",W DVD 902,0201609443761,Lincoln Center--Quinn Library,AV
Les Biches [videorecording (DVD)] = Bad girls / Pathfinder Home Entertainment in association with Cinema Arts Entertainment ; screenplay by Paul Gegauff & Claude Chabrol ; directed by Claude Chabrol.,W DVD 1067,0201606838484,Lincoln Center--Quinn Library,AV
Les Biches [videorecording (DVD)] = Bad girls / Pathfinder Home Entertainment in association with Cinema Arts Entertainment ; screenplay by Paul Gegauff & Claude Chabrol ; directed by Claude Chabrol.,W DVD 1067,0201607760372,Lincoln Center--Quinn Library,AV
"The bicycle thief [videorecording (DVD)] = Ladri di biciclette / un film P.D.S. ""Produzioni De Sica - S.A."" ; soggetto di Cesare Zavattini ; sceneggiato da Oreste Biancoli [and 7 others] ; regia, Vittorio De Sica.",WILLIAMS P.C,0201606343311,Lincoln Center--Quinn Library,RESERVE-LC
"The bicycle thief [videorecording (DVD)] = Ladri di biciclette / un film P.D.S. ""Produzioni De Sica - S.A."" ; soggetto di Cesare Zavattini ; sceneggiato da Oreste Biancoli [and 7 others] ; regia, Vittorio De Sica.",WILLIAMS P.C,0201606343329,Lincoln Center--Quinn Library,RESERVE-LC
"The bicycle thief [videorecording (DVD)] = Ladri di biciclette / un film P.D.S. ""Produzioni De Sica - S.A."" ; soggetto di Cesare Zavattini ; sceneggiato da Oreste Biancoli [and 7 others] ; regia, Vittorio De Sica.",WILLIAMS P.C,0201606343337,Lincoln Center--Quinn Library,RESERVE-LC
"The bicycle thief [videorecording (DVD)] = Ladri di biciclette / un film P.D.S. ""Produzioni De Sica - S.A."" ; soggetto di Cesare Zavattini ; sceneggiato da Oreste Biancoli [and 7 others] ; regia, Vittorio De Sica.",W DVD 260,0201606328726,Lincoln Center--Quinn Library,AV
"The bicycle thief [videorecording (DVD)] = Ladri di biciclette / un film P.D.S. ""Produzioni De Sica - S.A."" ; soggetto di Cesare Zavattini ; sceneggiato da Oreste Biancoli [and 7 others] ; regia, Vittorio De Sica.",W DVD 260,0201605171648,Lincoln Center--Quinn Library,AV
A big hand for the little lady [videorecording (DVD)] / Warner Bros. presents ; written by Sidney Carroll ; produced and directed by Fielder Cook.,W DVD 7787,0201608105106,Lincoln Center--Quinn Library,AV
A big hand for the little lady [videorecording (DVD)] / Warner Bros. presents ; written by Sidney Carroll ; produced and directed by Fielder Cook.,W DVD 7787,0201608106294,Lincoln Center--Quinn Library,AV
The Big Lebowski [videorecording (DVD)] / Universal Studios presents a Working Title production ; produced by Ethan Coen ; written by Ethan Coen & Joel Coen ; directed by Joel Coen.,"W DVD 3558 2008, V.1",0201608440446,Lincoln Center--Quinn Library,AV
The Big Lebowski [videorecording (DVD)] / Universal Studios presents a Working Title production ; produced by Ethan Coen ; written by Ethan Coen & Joel Coen ; directed by Joel Coen.,"W DVD 3558 2008, V.1",0201606325474,Lincoln Center--Quinn Library,AV
The Big Lebowski [videorecording (DVD)] / Universal Studios presents a Working Title production ; produced by Ethan Coen ; written by Ethan Coen & Joel Coen ; directed by Joel Coen.,"W DVD 3558 2008, V.2",0201608440453,Lincoln Center--Quinn Library,AV
The Big Lebowski [videorecording (DVD)] / Universal Studios presents a Working Title production ; produced by Ethan Coen ; written by Ethan Coen & Joel Coen ; directed by Joel Coen.,"W DVD 3558 2008, V.2",0201606325367,Lincoln Center--Quinn Library,AV
The big trail [videorecording (DVD)] / Twentieth Century Fox presents ; story by Hal G. Evarts ; directed by Raoul Walsh.,"W DVD 8856, V.1",0201608267013,Lincoln Center--Quinn Library,AV
The big trail [videorecording (DVD)] / Twentieth Century Fox presents ; story by Hal G. Evarts ; directed by Raoul Walsh.,"W DVD 8856, V.1",0201609178839,Lincoln Center--Quinn Library,AV
The big trail [videorecording (DVD)] / Twentieth Century Fox presents ; story by Hal G. Evarts ; directed by Raoul Walsh.,"W DVD 8856, V.2",0201608267021,Lincoln Center--Quinn Library,AV
The big trail [videorecording (DVD)] / Twentieth Century Fox presents ; story by Hal G. Evarts ; directed by Raoul Walsh.,"W DVD 8856, V.2",0201609178847,Lincoln Center--Quinn Library,AV
"The Big Uneasy [videorecording (DVD)] / FilmBuff presents ; produced by Karen Murphy, Christine O'Malley; written and directed by Harry Shearer.","W DVD 12,466",0201609181304,Lincoln Center--Quinn Library,AV
"The Big Uneasy [videorecording (DVD)] / FilmBuff presents ; produced by Karen Murphy, Christine O'Malley; written and directed by Harry Shearer.","W DVD 12,466",0201609183235,Lincoln Center--Quinn Library,AV
The birdcage [videorecording (DVD)] / an Icarus production ; United Artists Pictures ; directed and produced by Mike Nichols ; screenplay by Elaine May.,W DVD 4401,0201607976051,Lincoln Center--Quinn Library,AV
The birdcage [videorecording (DVD)] / an Icarus production ; United Artists Pictures ; directed and produced by Mike Nichols ; screenplay by Elaine May.,W DVD 4401,0201609169069,Lincoln Center--Quinn Library,AV
Bjork at the Royal Opera House [videorecording (DVD)] / an Initial production for BBC Wales.,W DVD 1665,0201609165919,Lincoln Center--Quinn Library,AV
Bjork at the Royal Opera House [videorecording (DVD)] / an Initial production for BBC Wales.,W DVD 1665,0201609175231,Lincoln Center--Quinn Library,AV
"Black and white [videorecording (DVD)] / Screen Gems presents in association with Palm Pictures ; a film by James Toback ; produced by Michael Mailer, Daniel Bigel, Ron Rotholz ; written and directed by James Toback.",W DVD 1046,0201605615362,Lincoln Center--Quinn Library,AV
"Black and white [videorecording (DVD)] / Screen Gems presents in association with Palm Pictures ; a film by James Toback ; produced by Michael Mailer, Daniel Bigel, Ron Rotholz ; written and directed by James Toback.",W DVD 1046,0201608173674,Lincoln Center--Quinn Library,AV
Black moon [videorecording (DVD)] / Nouvelles Éditions de Films ; Bioskop Munich ; director: Louis Malle ; written by Louis Malle.,"W DVD 12,247, BOOKLET",0201609174390,Lincoln Center--Quinn Library,AV
Black moon [videorecording (DVD)] / Nouvelles Éditions de Films ; Bioskop Munich ; director: Louis Malle ; written by Louis Malle.,"W DVD 12,247, BOOKLET",0201609175488,Lincoln Center--Quinn Library,AV
Black moon [videorecording (DVD)] / Nouvelles Éditions de Films ; Bioskop Munich ; director: Louis Malle ; written by Louis Malle.,"W DVD 12,247",0201609174408,Lincoln Center--Quinn Library,AV
Black moon [videorecording (DVD)] / Nouvelles Éditions de Films ; Bioskop Munich ; director: Louis Malle ; written by Louis Malle.,"W DVD 12,247",0201609175496,Lincoln Center--Quinn Library,AV
Blazing saddles [videorecording (DVD)] / Warner Bros. Pictures ; a Mel Brooks film ; screenplay by Mel Brooks ... [et al.] ; story by Andrew Bergman ; produced by Michael Hertzberg ; directed by Mel Brooks.,W DVD 2059,0201606817066,Lincoln Center--Quinn Library,AV
Blazing saddles [videorecording (DVD)] / Warner Bros. Pictures ; a Mel Brooks film ; screenplay by Mel Brooks ... [et al.] ; story by Andrew Bergman ; produced by Michael Hertzberg ; directed by Mel Brooks.,W DVD 2059,0201606318875,Lincoln Center--Quinn Library,AV
"Bliss [videorecording (DVD)] = Mutluluk / Kanal D Home Video ; ANS Productions, Highway Productions ; senaryo, Kubilay Tunçer, Elif Ayan, Abdullah Oğuz ; ortak yapımcı, George Lykiardopoulos ; yapımcı & yönetmen, Abdullah Oğuz.","W DVD 10,657",0201609014828,Lincoln Center--Quinn Library,AV
"Bliss [videorecording (DVD)] = Mutluluk / Kanal D Home Video ; ANS Productions, Highway Productions ; senaryo, Kubilay Tunçer, Elif Ayan, Abdullah Oğuz ; ortak yapımcı, George Lykiardopoulos ; yapımcı & yönetmen, Abdullah Oğuz.","W DVD 10,657",0201609492438,Lincoln Center--Quinn Library,AV
The Blitz [videorecording (DVD)] : the story of Germany's most concentrated aerial attack on London.,W DVD 4378,0201607316480,Lincoln Center--Quinn Library,AV
The Blitz [videorecording (DVD)] : the story of Germany's most concentrated aerial attack on London.,W DVD 4378,0201607648460,Lincoln Center--Quinn Library,AV
"Bloody Sunday [videorecording (DVD)] / Paramount Classics and Portman Film present in association with Granada, The Film Council, and Bord Scannán na hÉirean/the Irish Film Board, a Granada film/Hell's Kitchen production ; produced by Mark Redhead ; written and directed by Paul Greengrass.",W DVD 3474,0201607096165,Lincoln Center--Quinn Library,AV
"Bloody Sunday [videorecording (DVD)] / Paramount Classics and Portman Film present in association with Granada, The Film Council, and Bord Scannán na hÉirean/the Irish Film Board, a Granada film/Hell's Kitchen production ; produced by Mark Redhead ; written and directed by Paul Greengrass.",W DVD 3474,0201606319956,Lincoln Center--Quinn Library,AV
"Bloody Sunday [videorecording (DVD)] / Paramount Classics and Portman Film present in association with Granada, The Film Council, and Bord Scannán na hÉirean/the Irish Film Board, a Granada film/Hell's Kitchen production ; produced by Mark Redhead ; written and directed by Paul Greengrass.",W DVD 3474,0201606319907,Lincoln Center--Quinn Library,AV
Blow-up [videorecording (DVD)] / Turner Entertainment Co. and Warner Bros. Entertainment ; Metro-Goldwyn-Mayer presents a Carlo Ponti production ; produced by Carlo Ponti ; screenplay by Michaelangelo Antonioni and Tonino Guerra ; directed by Michaelangelo Antonioni.,W DVD 1330,0201606446221,Lincoln Center--Quinn Library,AV
Blow-up [videorecording (DVD)] / Turner Entertainment Co. and Warner Bros. Entertainment ; Metro-Goldwyn-Mayer presents a Carlo Ponti production ; produced by Carlo Ponti ; screenplay by Michaelangelo Antonioni and Tonino Guerra ; directed by Michaelangelo Antonioni.,W DVD 1330,0201608729814,Lincoln Center--Quinn Library,AV
"Bob & Carol & Ted & Alice [videorecording (DVD)] / Columbia Pictures ; producer, Larry Tucker ; director, Paul Mazursky.",W DVD 2822,0201606905481,Lincoln Center--Quinn Library,AV
"Bob & Carol & Ted & Alice [videorecording (DVD)] / Columbia Pictures ; producer, Larry Tucker ; director, Paul Mazursky.",W DVD 2822,0201609435965,Lincoln Center--Quinn Library,AV
"Bob le flambeur [videorecording (DVD)] / produit par l'Organisation générale cinématographique, Productions cyme, Play art ; scénario original de Melville ; adaptation de Melville et Auguste le Breton ; dialogues de Auguste le Breton ; un film de Melville.",W DVD 1204,0201606307688,Lincoln Center--Quinn Library,AV
"Bob le flambeur [videorecording (DVD)] / produit par l'Organisation générale cinématographique, Productions cyme, Play art ; scénario original de Melville ; adaptation de Melville et Auguste le Breton ; dialogues de Auguste le Breton ; un film de Melville.",W DVD 1204,0201608367979,Lincoln Center--Quinn Library,AV
"Borat [videorecording (DVD)] : cultural learnings of America for make benefit glorious nation of Kazakhstan / directed by Larry Charles ; screenplay by Sacha Baron Cohen & Anthony Hines & Peter Baynham & Dan Mazer ; produced by Sacha Baron Cohen, Jay Roach ; a Four by Two production ; an Everyman Pictures production ; made in association with Dune Entertainment LLC and Major Studio Partners ; One America Productions, Inc.",W DVD 5994,0201607762071,Lincoln Center--Quinn Library,AV
"Borat [videorecording (DVD)] : cultural learnings of America for make benefit glorious nation of Kazakhstan / directed by Larry Charles ; screenplay by Sacha Baron Cohen & Anthony Hines & Peter Baynham & Dan Mazer ; produced by Sacha Baron Cohen, Jay Roach ; a Four by Two production ; an Everyman Pictures production ; made in association with Dune Entertainment LLC and Major Studio Partners ; One America Productions, Inc.",W DVD 5994,0201607775131,Lincoln Center--Quinn Library,AV
"Borderless [videorecording (DVD)] / KAIROS  production ; directed by Min Sook Lee ; narration written by Dionne Brand ; producers, Lisa Valencia Svensson, Min Sook Lee.",W DVD 7471,0201608060541,Lincoln Center--Quinn Library,AV
"Borderless [videorecording (DVD)] / KAIROS  production ; directed by Min Sook Lee ; narration written by Dionne Brand ; producers, Lisa Valencia Svensson, Min Sook Lee.",W DVD 7471,0201608726927,Lincoln Center--Quinn Library,AV
Bored to death. The complete second season [videorecording (DVD)] / HBO Entertainment presents ; created by Jonathan Ames.,"W DVD 12,686 SECOND SEASON, DISC 1",0201609184027,Lincoln Center--Quinn Library,AV
Bored to death. The complete second season [videorecording (DVD)] / HBO Entertainment presents ; created by Jonathan Ames.,"W DVD 12,686 SECOND SEASON, DISC 1",0201609184035,Lincoln Center--Quinn Library,AV
A borrowed identity [videorecording (DVD)] / screenplay by Sayed Kashua ; directed by Eran Riklis.,"W DVD 13,705",0201609437326,Lincoln Center--Quinn Library,AV
A borrowed identity [videorecording (DVD)] / screenplay by Sayed Kashua ; directed by Eran Riklis.,"W DVD 13,705",0201609437334,Lincoln Center--Quinn Library,AV
"Le boucher [videorecording (DVD)] / par Claude Chabrol ; André Génovès présente ; un co-production franco-italienne Les Films Las Boetie, Euro International ; un film de Claude Chabrol.",W DVD 2494,0201606886590,Lincoln Center--Quinn Library,AV
"Le boucher [videorecording (DVD)] / par Claude Chabrol ; André Génovès présente ; un co-production franco-italienne Les Films Las Boetie, Euro International ; un film de Claude Chabrol.",W DVD 2494,0201607760364,Lincoln Center--Quinn Library,AV
Boudu saved from drowning [videorecording (DVD)] = Boudu sauvé des eaux / written and directed by Jean Renoir.,W DVD 3329,0201608367953,Lincoln Center--Quinn Library,AV
Boudu saved from drowning [videorecording (DVD)] = Boudu sauvé des eaux / written and directed by Jean Renoir.,W DVD 3329,0201608367961,Lincoln Center--Quinn Library,AV
Boudu saved from drowning [videorecording (DVD)] = Boudu sauvé des eaux / written and directed by Jean Renoir.,W DVD 3329,0201607047986,Lincoln Center--Quinn Library,AV
"Bowling for Columbine [videorecording (DVD)] / United Artists and Alliance Atlantis present a Salter Street Films and VIF 2 production, a Dog Eat Dog Films production ; producers, Michael Moore, Kathleen Glynn, Jim Czarnecki, Charles Bishop, Michale Donovan ; written and directed by Michael Moore.",W DVD 857 V.1,0201606079444,Lincoln Center--Quinn Library,AV
